Student_ID,Study_Hours,Attendance,Assignments_Score,Previous_Grade,Participation,Internet_Access,Final_Score
5204,5,77,82,53,3,1,62.95641452698994
5205,8,59,43,72,2,0,50.43071337015732
5206,10,47,50,53,1,1,43.24860810005279
5207,10,43,60,78,5,1,66.74924302388688
5208,1,65,70,60,4,0,47.35919997353767
5209,10,54,86,56,4,0,63.71621088420616
5210,6,45,36,45,1,1,47.35535969743487
5211,5,87,90,56,2,1,65.41462632774666
5212,1,71,44,66,4,0,52.3805030452888
5213,7,44,38,41,4,1,56.586566774774866
5214,6,83,89,56,3,1,66.93953565787092
5215,10,85,85,40,4,0,66.37631218992402
5216,4,97,44,49,3,1,57.153882850130366
5217,11,45,36,72,2,0,46.77292212038031
5218,4,42,53,75,1,0,38.55334172171228
5219,6,68,86,89,4,0,64.34455937593896
5220,8,58,93,90,4,1,64.03094064017073
5221,10,49,54,52,4,0,44.02110818276034
5222,8,46,63,69,1,0,46.307408699133845
5223,8,84,83,68,1,1,61.85049348700923
5224,5,40,63,79,4,1,60.075354623204376
5225,9,40,57,63,3,0,41.179964963425675
5226,5,56,30,77,5,1,54.679965317272874
5227,2,61,66,39,1,0,39.769061582521516
5228,0,75,59,58,5,0,50.72689844540198
5229,6,53,54,66,5,1,62.876651446550866
5230,3,45,89,64,3,1,52.75191278442986
5231,0,69,31,39,5,0,38.58568897835437
5232,7,85,57,78,3,0,59.25379610307575
5233,11,86,77,68,3,1,69.21636124789002
5234,5,72,57,84,5,0,56.13204044823427
5235,5,59,53,76,4,0,45.51321740669389
5236,1,55,47,52,2,1,41.85155694634477
5237,0,43,49,70,3,0,37.20747672204933
5238,1,73,97,92,2,1,59.004376481442605
5239,3,40,37,55,4,0,42.952724397166484
5240,1,52,85,56,4,1,55.55951130611923
5241,0,87,90,73,2,1,63.28546164519618
5242,6,47,68,90,4,0,58.26581965342152
5243,10,61,47,55,5,1,58.654574454685815
5244,10,43,88,69,4,0,59.41138427437448
5245,11,73,47,39,2,1,60.25718236202052
5246,7,99,71,67,5,1,66.50700724701392
5247,5,84,82,41,2,1,55.756569308349
5248,3,76,62,78,2,1,58.132012909521315
5249,5,96,50,58,3,0,50.11610814416329
5250,2,62,89,88,4,1,62.68333910385612
5251,11,59,43,82,1,0,49.943338140390196
5252,7,92,62,88,4,1,69.29367844113614
5253,9,63,33,91,1,0,61.815935887114364
5254,1,66,72,73,1,0,38.70253739585843
5255,4,52,31,42,4,0,43.006357478221055
5256,0,44,69,49,4,0,40.94347462108185
5257,5,55,79,40,1,1,30.89480096053523
5258,1,99,92,39,1,1,47.587755402092064
5259,3,77,78,57,1,0,45.597011709258524
5260,5,87,93,82,4,1,68.5852611171079
5261,9,68,79,54,4,0,60.081016852354395
5262,10,65,39,46,2,1,53.80532754073968
5263,7,61,52,76,1,0,60.19817239602071
5264,11,63,66,78,4,0,62.96584606071935
5265,7,52,39,55,5,0,43.98753138016507
5266,10,82,54,56,2,0,48.81643217010162
5267,5,60,62,59,2,1,49.79472382397376
5268,3,40,46,46,3,0,28.063277797175026
5269,7,43,53,36,2,0,37.4718523042434
5270,7,42,78,64,3,0,45.25123872071642
5271,9,89,59,41,2,1,52.35777521361875
5272,0,62,94,71,5,1,62.80870767044144
5273,3,55,57,92,4,0,53.64698131105732
5274,3,84,42,52,2,1,46.838593768033434
5275,6,52,86,94,2,1,65.0201572253687
5276,10,78,89,52,3,0,62.05741798575363
5277,6,70,39,62,4,0,53.15839272586807
5278,10,63,94,82,1,1,66.35212643377866
5279,7,86,36,68,5,0,62.427598940719236
5280,10,97,89,42,1,0,62.59918815420452
5281,4,54,92,53,1,1,56.921137042034935
5282,6,44,55,40,5,0,42.28321168394414
5283,7,88,67,89,3,0,59.17510791617984
5284,8,61,83,88,4,0,60.69189179605274
5285,2,61,74,79,5,0,57.10761828888989
5286,2,50,87,94,1,1,54.51698047262926
5287,3,63,70,41,3,0,45.26636466645511
5288,4,84,74,54,4,1,69.45968046330792
5289,9,49,63,58,2,0,39.62856791436168
5290,0,86,87,63,4,1,65.18815813624042
5291,6,73,39,62,3,1,54.520083218230084
5292,8,50,46,39,4,0,51.82200720213465
5293,7,96,90,51,1,0,51.03365376706887
5294,4,82,40,93,2,1,54.92597835459472
5295,3,68,46,70,4,1,56.550741044694234
5296,11,61,44,67,4,1,60.79838664472966
5297,6,72,33,40,1,0,41.981499122169446
5298,4,96,82,72,3,0,67.46524358192111
5299,6,47,76,37,2,1,55.19814664952144
5300,11,97,75,44,2,1,59.50507642629381
5301,0,88,58,88,2,0,45.4250835998495
5302,0,71,60,45,5,0,39.68325302523694
5303,9,79,77,57,5,1,73.59391924412736
5304,2,84,85,80,2,1,67.80805794687569
5305,10,62,94,38,5,0,58.62628285690061
5306,1,44,32,41,4,0,29.50401011152629
5307,1,70,33,60,4,1,53.2475537418289
5308,6,68,48,76,2,0,55.48039139620595
5309,11,45,70,67,2,1,62.390407499494955
5310,9,91,51,75,2,0,72.27666320703067
5311,1,64,54,76,5,1,56.05280548235679
5312,10,64,33,69,2,1,55.23027518041167
5313,3,70,82,62,1,0,39.99736788562048
5314,1,97,80,88,4,0,46.788744288533366
5315,5,53,34,75,4,1,60.76434751990507
5316,7,56,79,84,3,1,56.595055339213054
5317,9,55,79,69,4,1,65.20753442486749
5318,3,67,88,73,4,0,53.08072173872594
5319,4,48,50,50,2,1,32.751336253568645
5320,3,90,52,44,3,0,53.011546635411236
5321,2,99,32,41,1,1,45.01387521906475
5322,4,41,79,41,1,1,39.52573736727139
5323,8,43,83,59,2,0,50.440338021822555
5324,7,59,45,39,2,1,44.325979203515175
5325,7,80,35,60,1,1,47.587840411476854
5326,7,75,70,64,1,1,65.7970858564803
5327,11,76,83,45,2,1,64.41780471353336
5328,7,45,39,41,4,0,35.46665955092437
5329,6,91,58,73,1,1,60.199143136596916
5330,7,40,88,60,3,1,61.95816446640338
5331,10,84,75,91,1,1,66.76173331709305
5332,7,89,41,89,5,1,74.42271152048261
5333,7,42,58,70,3,1,59.4863210845336
5334,11,91,78,56,4,1,71.23209155069158
5335,9,76,69,46,1,0,45.534056862298705
5336,6,84,72,56,2,0,59.26455670124216
5337,11,81,36,36,3,1,63.84916398985846
5338,0,97,41,94,2,0,45.5907391182985
5339,3,42,42,86,5,0,45.796326397958204
5340,3,82,90,74,1,1,62.97842849566436
5341,4,72,76,46,1,1,57.73871341360679
5342,9,98,48,35,3,1,69.21820103934581
5343,5,98,32,49,4,0,46.843311106520936
5344,3,54,69,74,2,0,51.20447803871919
5345,1,95,41,41,2,1,47.856922268063734
5346,5,95,60,89,2,0,64.02645025107596
5347,7,43,64,72,5,1,53.5481419978574
5348,7,54,95,71,4,1,68.9283119231938
5349,6,46,56,80,4,1,48.776522701756306
5350,5,86,32,56,2,1,57.48168773174287
5351,1,43,77,67,2,0,44.027355231604965
5352,6,42,50,67,1,1,47.72726127095665
5353,10,62,81,63,3,0,60.754174514948794
5354,11,53,36,77,4,0,64.95793793757102
5355,4,45,80,53,4,0,43.17070441168939
5356,5,72,74,39,5,0,54.553693438546055
5357,9,48,75,48,2,0,58.83080789666527
5358,7,51,62,81,5,0,57.75282021303786
5359,7,89,65,43,5,0,70.31115510309691
5360,2,74,46,39,1,0,44.62870107296757
5361,11,92,35,69,1,1,68.41216174273649
5362,11,70,50,55,4,0,59.80037847643784
5363,6,90,67,80,1,0,67.47306883624458
5364,0,42,63,77,5,1,60.37723227237773
5365,0,95,78,62,1,0,44.27278822992801
5366,6,85,90,79,1,0,66.2821700886821
5367,9,75,87,36,3,1,64.16104336087845
5368,8,52,41,82,5,0,58.40437886710029
5369,6,52,47,40,2,1,43.04368614605455
5370,9,97,91,65,2,0,74.08245338271139
5371,4,73,35,66,5,0,60.45723008275412
5372,7,60,77,45,4,1,57.41463699877766
5373,1,73,40,93,4,0,47.36369985157088
5374,8,81,62,48,2,0,56.24410315189636
5375,5,82,50,44,3,1,55.43535013777603
5376,8,67,53,73,4,0,55.371632805582514
5377,1,95,84,93,3,0,66.09826986508864
5378,2,86,78,35,1,0,47.982192004527214
5379,11,74,38,89,3,0,65.7533577038028
5380,7,53,67,65,1,0,57.1465919970435
5381,0,57,34,93,3,0,45.877750953318554
5382,9,58,70,42,2,0,50.89276688449986
5383,6,58,63,36,2,1,48.98133717196157
5384,6,72,92,69,1,0,48.91039591983237
5385,0,90,46,65,5,1,51.305168953642365
5386,8,74,82,46,2,0,62.86589319389015
5387,7,59,65,65,1,0,56.311600650710254
5388,3,68,65,69,5,0,57.18507148600192
5389,9,47,42,66,4,1,58.08862021003154
5390,10,64,49,51,4,0,50.26544360953374
5391,4,56,80,91,2,0,48.06356548015573
5392,1,40,45,42,2,1,36.54328633799033
5393,8,77,35,53,2,1,55.881685625264694
5394,11,88,39,87,2,1,63.21237234562499
5395,11,99,60,70,2,1,70.76344440403608
5396,5,92,47,45,4,0,58.663110200486145
5397,2,69,70,78,1,0,50.33253452595068
5398,11,67,76,91,4,0,71.78550636793192
5399,6,72,53,39,4,0,46.16752834796049
5400,8,52,69,93,5,0,74.13470534676334
5401,2,63,74,62,2,0,54.98421078746472
5402,1,83,30,36,4,0,39.38797229888623
5403,6,76,56,45,4,1,49.212589323195985
5404,6,61,51,52,4,0,54.54866841802158
5405,3,91,57,81,4,1,67.44031756176443
5406,10,52,77,83,4,1,65.59063760727281
5407,8,79,64,87,4,1,61.44219459496694
5408,7,51,32,39,5,1,47.25648785960927
5409,0,96,67,53,3,0,46.53132277509037
5410,0,80,73,39,1,0,45.0677291046399
5411,4,88,34,74,4,1,61.2543545132824
5412,5,85,36,53,5,0,57.796394717838794
5413,2,46,71,46,4,1,47.583858379462555
5414,8,75,86,70,2,1,67.41304975124355
5415,11,68,58,62,3,0,59.497258572850384
5416,9,68,92,80,2,0,68.2077901718913
5417,5,65,65,82,3,0,55.76112203628783
5418,3,66,69,69,3,1,62.68620173228448
5419,11,63,50,72,2,0,63.73559000522343
5420,6,70,82,57,4,0,53.839758412911365
5421,7,46,45,89,3,1,60.09346546033248
5422,8,56,75,68,5,0,61.37894230457625
5423,10,88,38,57,3,1,58.53905257832445
5424,5,72,32,67,2,0,41.45706809144369
5425,5,73,52,76,5,1,60.722196119412175
5426,7,97,42,92,1,0,65.1903818811496
5427,11,57,67,47,3,1,60.54167230282379
5428,4,80,63,68,4,1,70.86464884008802
5429,2,44,55,93,3,1,56.80183631295402
5430,11,40,61,63,5,1,65.93774741218263
5431,2,46,49,64,5,0,42.98502086188681
5432,5,97,75,52,4,0,55.17856479636183
5433,1,73,84,90,1,1,64.10970909220136
5434,5,42,38,69,4,1,48.907236015071454
5435,5,75,80,39,3,1,52.7508771750003
5436,7,74,86,38,5,0,55.78889896175117
5437,6,90,74,39,1,1,55.734209482730456
5438,7,96,67,73,2,1,63.62552962057451
5439,8,51,97,49,5,0,55.97299575689904
5440,5,54,41,80,5,0,48.72157183637887
5441,2,43,39,43,2,0,32.09174296639666
5442,9,95,94,80,2,0,65.2290284421617
5443,2,72,41,84,4,0,48.639342493550416
5444,10,55,81,42,3,1,57.258589492246166
5445,11,68,80,78,2,1,70.05030230999866
5446,0,45,93,44,4,0,43.37691241960277
5447,10,88,86,56,1,1,63.84791121475503
5448,4,76,48,58,1,1,53.32359424835805
5449,3,62,59,58,1,1,41.86106203791189
5450,8,52,53,43,5,0,51.42649896436289
5451,8,83,55,56,4,1,70.33961535799362
5452,4,40,65,89,3,0,55.60854237879476
5453,9,96,85,68,2,1,59.85947725860001
5454,3,51,87,82,2,0,48.32519952460956
5455,6,66,61,46,5,0,52.20015342815236
5456,5,64,31,51,4,1,51.02516064871503
5457,3,61,78,38,1,0,32.61957296480368
5458,9,73,75,83,2,1,78.76749767490503
5459,1,57,84,91,1,1,52.57361648717833
5460,0,80,41,64,1,1,48.922941583429875
5461,3,55,92,70,4,0,57.526273670631824
5462,3,68,64,35,4,0,40.68254232888584
5463,0,69,51,67,5,1,44.84944613791009
5464,5,69,39,61,3,1,49.318624781755496
5465,3,59,79,48,5,0,62.81245568831552
5466,0,86,64,38,2,0,33.677633768894246
5467,0,61,45,69,2,1,40.52753329943226
5468,0,81,65,67,5,1,53.0554650732288
5469,7,73,90,85,4,0,73.55005188236993
5470,9,43,46,90,2,0,53.45416883627942
5471,7,89,30,84,4,0,67.27148394242121
5472,1,70,41,88,5,1,63.30793182636185
5473,10,90,32,46,5,0,70.57223851050395
5474,6,89,48,38,2,0,56.19406348728384
5475,7,53,51,68,1,1,46.25453441221467
5476,7,47,30,48,3,1,54.76220427045823
5477,10,76,82,36,4,0,58.81783102622619
5478,9,44,73,61,3,0,55.561526985820244
5479,10,47,39,90,3,1,64.72044992710372
5480,6,50,37,76,5,1,61.72359093688153
5481,4,95,46,65,5,1,63.553777074861316
5482,0,68,99,67,5,1,69.9552404707033
5483,11,94,36,92,4,0,63.83007524308005
5484,8,60,92,61,3,0,60.97370070131745
5485,6,78,66,79,3,0,55.17422537445404
5486,1,52,97,90,5,1,62.78364210062854
5487,5,88,93,62,1,1,57.76345986916965
5488,1,58,36,68,5,0,43.002565034801464
5489,0,42,45,64,5,1,36.343201457619195
5490,6,73,43,71,2,0,54.52884579797842
5491,1,77,65,68,5,1,60.80295670987414
5492,1,58,40,35,4,1,38.47414991004668
5493,10,71,30,94,3,0,59.77042904479047
5494,4,86,38,86,5,0,60.43662493665328
5495,4,75,54,47,1,1,48.78179892664445
5496,6,90,44,52,3,0,47.54350357129589
5497,0,78,87,74,3,1,58.69140716442865
5498,7,91,53,35,1,1,53.58123256459741
5499,2,92,75,43,2,1,53.93725787086661
5500,3,53,47,40,1,1,34.00241457425296
5501,8,46,96,85,4,1,72.53014860934738
5502,3,59,92,42,1,0,42.00544348069838
5503,9,71,53,42,2,0,50.609437894234055
5504,11,85,60,85,5,1,69.40771066929234
5505,4,93,67,58,5,1,67.01402819517455
5506,6,96,72,83,3,0,61.64430898576859
5507,3,70,37,59,5,0,50.58006813272763
5508,0,61,34,85,5,0,53.297433048254476
5509,8,44,56,60,1,1,54.17429666448021
5510,3,70,92,60,3,0,45.196735434968026
5511,8,54,94,73,3,0,60.15207302951968
5512,5,83,92,74,1,0,61.574278534548014
5513,0,56,34,85,4,1,41.43376640260024
5514,11,95,96,68,4,0,79.92283974654947
5515,2,92,81,87,4,1,65.61343777141076
5516,10,76,33,42,1,1,49.204437452664
5517,1,58,80,80,5,1,54.29215132036171
5518,8,49,72,36,2,0,48.13928019983166
5519,11,83,84,87,4,1,81.64514371114693
5520,0,73,70,52,5,1,53.06821986741314
5521,8,88,60,50,4,1,72.02166188732318
5522,8,64,64,62,2,1,56.604090340339454
5523,7,76,86,42,5,1,74.07844787338371
5524,7,97,53,52,4,1,70.75554691757188
5525,10,67,82,73,1,0,57.56733779918487
5526,11,54,59,76,4,0,57.435904456963335
5527,0,59,36,53,3,0,44.62608276505223
5528,10,94,38,66,1,0,56.08015575031012
5529,7,52,50,66,1,0,49.54665961190829
5530,9,59,59,76,2,1,59.06981963422482
5531,2,82,51,82,5,0,56.05201704269037
5532,10,70,76,55,2,0,61.0500672497531
5533,6,57,91,63,1,0,55.46280789468348
5534,10,80,60,79,2,1,68.53266879118742
5535,0,87,33,39,5,0,48.54190111099907
5536,0,95,39,54,1,0,45.973945701034346
5537,9,67,59,56,4,0,58.19789033341771
5538,4,86,36,83,2,1,55.37705920933885
5539,4,43,44,61,1,1,53.27472289690495
5540,7,63,48,77,1,1,54.352363566317045
5541,6,83,68,90,4,0,66.1458853061423
5542,7,84,32,35,3,1,59.12673883447833
5543,5,48,81,47,2,1,54.73955193791345
5544,5,86,42,67,5,0,54.329112290044165
5545,1,89,73,73,4,1,60.11526893815063
5546,5,91,46,40,4,0,52.11609628915779
5547,4,71,46,47,3,1,54.2744237568683
5548,2,98,81,88,4,0,62.73923941382338
5549,5,71,78,48,2,0,51.75783557866188
5550,7,93,48,42,5,0,57.72855451642637
5551,8,78,63,37,4,0,56.697097991511434
5552,0,60,59,71,1,0,33.32170628107016
5553,2,97,58,82,1,1,50.0502253624801
5554,2,83,77,46,4,0,51.57311481103252
5555,10,81,37,42,5,1,53.36178367424007
5556,7,78,97,63,3,0,64.1691459207809
5557,0,85,81,54,3,0,52.87124637844791
5558,4,66,87,57,1,1,59.34090573954765
5559,2,86,90,38,2,0,44.037742350722965
5560,1,75,69,59,5,0,53.26759009783675
5561,7,47,46,66,4,0,50.14731598812001
5562,2,58,44,83,3,0,47.574202481362704
5563,6,68,40,89,1,0,48.885893204883
5564,11,58,99,92,2,0,67.11951788925757
5565,10,44,77,59,3,1,65.33694658067633
5566,0,61,42,39,2,1,32.59700789566836
5567,5,74,55,44,5,1,61.651381885855926
5568,2,49,37,65,2,0,42.947713698341744
5569,7,54,55,38,2,0,36.376827495974595
5570,5,41,43,91,1,0,44.57449209393995
5571,11,92,70,41,2,0,57.06149197002831
5572,1,81,35,68,5,1,49.69162274249908
5573,5,61,45,75,1,0,49.19842256741025
5574,6,87,63,55,2,1,61.887629998077465
5575,4,74,69,53,1,1,58.770985311286296
5576,2,78,41,41,2,1,42.5112817219319
5577,3,58,30,68,4,1,44.72733665121376
5578,3,86,58,91,3,0,59.611400663871876
5579,5,51,78,92,1,0,57.09594989033976
5580,9,73,45,93,3,1,65.08219461453953
5581,0,84,38,67,4,1,47.03171252586511
5582,10,97,88,76,1,1,73.5141689586795
5583,3,59,68,87,3,0,55.26184147143502
5584,9,90,67,91,5,1,74.15379988617313
5585,3,46,35,55,3,1,41.0811339406937
5586,9,63,88,89,4,0,69.98589102445332
5587,0,42,32,84,4,0,32.8419812369884
5588,8,45,48,72,5,1,56.96343840664587
5589,3,72,56,51,1,1,46.02175117259489
5590,6,92,54,80,3,0,67.02395631586766
5591,11,73,95,51,4,1,70.73701050344954
5592,2,72,52,49,4,0,34.23579411229388
5593,9,68,92,42,4,1,64.24461016674448
5594,11,62,87,83,1,1,75.34585449396292
5595,2,97,79,87,3,0,56.9204555541692
5596,7,43,37,85,2,1,53.93214571490735
5597,7,44,80,71,1,1,66.60233368511511
5598,10,73,71,53,2,0,62.66847769447904
5599,11,55,92,63,4,0,64.21765262594276
5600,0,79,60,72,3,1,45.93747835505453
5601,9,86,88,67,5,1,68.06196108619439
5602,1,82,80,62,3,0,57.358055455059684
5603,7,81,86,74,5,1,71.83782353456604
5604,0,42,34,67,3,1,39.085934009670105
5605,11,94,81,41,3,0,65.3788809713255
5606,7,82,94,69,2,1,59.81628947722449
5607,7,88,41,42,5,1,70.39991118775512
5608,1,81,52,41,5,0,36.98990022311122
5609,3,88,81,79,5,0,47.01118346025072
5610,5,53,92,93,3,1,68.70607356706364
5611,11,94,32,55,2,1,62.601409813459846
5612,10,72,53,83,2,0,56.40642908999608
5613,8,67,71,59,3,1,61.71396619349663
5614,7,96,50,37,1,0,49.48235062734887
5615,11,80,54,66,4,0,65.03037531040825
5616,7,95,41,82,3,1,74.8034734710701
5617,6,95,77,89,1,0,63.16907182437637
5618,8,54,99,45,5,1,63.722695025691515
5619,1,43,86,55,3,1,51.74983376160438
5620,2,59,58,66,4,1,53.49654513722623
5621,9,92,58,36,2,0,60.630009665573226
5622,7,64,75,57,4,1,71.58744517781284
5623,5,74,38,79,4,0,48.821650234891564
5624,9,91,61,44,2,1,64.40509685426578
5625,8,97,42,48,3,0,54.289741843571974
5626,9,92,82,89,4,1,85.24733135972428
5627,3,78,83,94,4,1,70.70459079086224
5628,7,92,58,43,2,1,56.29083714201912
5629,9,96,80,53,3,1,72.51830819374631
5630,2,61,78,37,3,0,37.384411107991184
5631,2,74,70,66,5,0,65.09222128987092
5632,7,93,41,88,2,1,61.46489421969631
5633,4,93,64,57,1,1,49.521648998764256
5634,2,86,33,53,3,1,42.66315494820659
5635,9,67,74,46,1,1,59.21633407503729
5636,10,49,78,57,5,0,62.13411282014268
5637,0,55,47,48,4,0,36.38784473328189
5638,2,88,75,70,4,0,57.866515366096
5639,11,62,87,82,3,1,79.14875300831649
5640,8,58,44,76,2,1,61.440552108400134
5641,4,40,87,37,5,1,57.11621906253984
5642,11,40,52,44,5,0,48.66460177714173
5643,9,92,52,56,1,0,44.11447764675902
5644,1,85,55,38,1,0,40.40146067936308
5645,6,97,63,49,5,0,61.63650707564033
5646,1,65,70,86,5,0,58.83862310110146
5647,3,73,86,91,4,1,72.09373667202482
5648,11,41,54,69,5,1,66.92289852516872
5649,6,67,83,83,4,0,66.27290331261865
5650,3,59,73,78,1,0,51.70388293064284
5651,6,81,42,92,5,1,71.42437028758475
5652,6,86,83,39,3,0,59.97700114038432
5653,0,66,56,62,2,1,46.48574658548927
5654,5,67,37,83,4,0,49.78580100661316
5655,8,99,72,74,5,0,68.0920100418414
5656,1,70,99,80,2,1,69.4397956452108
5657,2,86,84,61,1,1,59.14677995654313
5658,9,46,93,49,3,1,66.59293142102393
5659,4,47,34,64,5,1,47.821528417429576
5660,8,71,88,42,5,1,56.500718847031166
5661,3,50,56,89,1,1,54.39493654737172
5662,0,87,48,83,1,0,43.720596261921614
5663,3,65,94,91,4,0,65.90887652117452
5664,5,94,97,54,5,0,65.61740909536398
5665,4,64,95,47,5,0,57.798083245523465
5666,0,46,55,40,3,1,44.05212678471339
5667,3,59,62,35,4,0,41.64800427424522
5668,5,80,67,80,3,1,63.121265836724874
5669,9,96,36,93,4,0,59.240609169791
5670,9,90,34,76,5,1,72.73409463424701
5671,3,97,38,84,4,0,46.970345339611704
5672,8,69,42,52,5,1,54.92040285479414
5673,4,95,69,40,2,0,49.000242664012916
5674,7,40,77,83,2,1,45.018487300714284
5675,8,57,75,70,4,0,53.52285227319744
5676,9,47,93,83,1,0,66.14534789053653
5677,4,68,93,60,2,0,54.04913329281443
5678,5,79,58,68,5,1,60.767537197133876
5679,0,61,47,70,4,0,35.95209084165219
5680,10,71,59,91,5,1,75.86485624426143
5681,11,79,48,51,2,0,61.94368939383533
5682,6,53,77,59,2,1,50.87568172755022
5683,3,95,38,90,5,1,57.53369252264225
5684,10,41,30,93,1,1,43.982461345480075
5685,1,74,68,62,4,0,56.8060059247078
5686,4,46,84,49,3,1,56.66243046882818
5687,11,42,81,38,3,0,65.24429812588423
5688,2,54,93,61,5,0,57.014776658552854
5689,5,82,53,67,2,0,50.51561274638984
5690,7,73,56,54,3,0,54.2896551096246
5691,6,61,95,55,5,0,63.30821071829353
5692,2,57,95,74,4,1,55.84305012816093
5693,7,85,91,75,4,0,63.513576761013304
5694,1,57,45,44,4,0,33.7699972550814
5695,9,98,41,78,1,0,58.943700723990474
5696,8,73,69,66,4,0,55.52593527796828
5697,3,75,39,73,2,0,52.69158404577837
5698,0,85,93,71,4,0,65.4068267340498
5699,7,78,84,60,1,0,53.00382400935248
5700,6,86,33,56,5,0,54.41690122467577
5701,10,77,52,74,3,0,66.41387926498908
5702,4,76,78,93,1,0,59.60635543450728
5703,9,91,33,84,5,0,65.55024090759059
5704,4,57,30,47,3,0,42.106571061769856
5705,6,82,94,66,4,1,74.70008723132992
5706,4,79,68,43,5,1,61.52279192155075
5707,7,68,32,71,3,1,53.31690858090247
5708,10,51,86,76,4,1,74.41699336332675
5709,5,57,88,73,2,0,57.60648296831609
5710,4,70,47,50,2,1,49.26796015861262
5711,8,54,50,68,3,0,45.21817502041789
5712,10,98,85,44,2,1,70.78514104652427
5713,1,79,81,58,2,0,47.71056802344537
5714,0,97,37,44,4,1,46.94962928863777
5715,7,69,54,79,4,0,51.01096237585728
5716,11,75,61,60,5,0,66.49992622325261
5717,2,67,99,68,2,0,53.42999738822257
5718,10,92,69,71,3,1,71.78541007149266
5719,11,54,58,38,2,1,50.532584052951286
5720,11,82,98,63,1,0,70.19576940952693
5721,11,72,64,56,5,1,66.26050702581543
5722,6,41,62,59,1,1,48.765228029378655
5723,9,98,75,45,4,1,67.75743177771841
5724,10,47,60,80,4,0,62.73507782171668
5725,7,87,97,89,2,1,76.150891787744
5726,5,72,69,54,3,1,63.369115577919125
5727,11,74,98,58,2,1,72.77186225733013
5728,9,57,71,81,1,1,60.222329438063966
5729,8,65,73,65,4,1,71.45973186425181
5730,6,87,46,59,1,1,47.87205742681881
5731,9,60,49,39,3,0,50.05535917762898
5732,4,67,82,65,2,1,64.50013448221341
5733,7,59,73,78,1,1,67.73559033788555
5734,1,91,46,91,2,0,50.50374350958323
5735,6,84,56,57,1,1,59.04013429670679
5736,3,59,52,90,5,1,53.9555129139883
5737,8,98,87,87,5,1,86.5619603689377
5738,11,43,98,51,5,0,57.76992990005913
5739,0,75,85,36,2,0,44.609535564303876
5740,6,93,74,90,1,1,69.90841484326681
5741,5,73,58,36,3,0,37.835889550715734
5742,7,84,43,61,4,1,58.98201491286704
5743,4,52,37,56,4,1,49.51403046666286
5744,0,70,75,51,3,1,51.81126211260476
5745,0,91,56,87,4,0,54.49105560925103
5746,8,78,99,91,5,0,66.85197956003479
5747,9,46,36,67,1,1,45.86372360434928
5748,5,56,55,92,2,0,53.530932258429736
5749,9,81,71,39,4,1,69.15178139235113
5750,4,51,59,47,3,0,45.31454796779004
5751,0,96,35,51,2,1,47.73194905061606
5752,5,94,96,77,1,1,63.38906778935895
5753,5,98,83,54,2,0,59.146981554701355
5754,2,93,64,54,2,1,45.73497041976988
5755,7,69,64,62,1,0,53.36657593506077
5756,0,87,34,92,5,0,48.168169210900224
5757,0,73,35,46,1,0,31.1048036404015
5758,5,61,52,54,2,0,41.921967111051444
5759,9,60,88,41,3,1,66.63722169075527
5760,0,48,80,91,1,1,56.055878097378645
5761,5,51,91,90,1,1,61.830777743284465
5762,0,56,61,39,5,0,45.61660391721577
5763,5,55,30,63,4,0,50.90154428721367
5764,2,44,78,59,3,0,44.46158465970234
5765,7,58,57,45,3,1,49.227784291166316
5766,5,96,66,75,4,1,70.77837462979475
5767,10,67,58,45,2,1,49.721197730073555
5768,0,56,48,66,3,1,53.00687066347791
5769,4,61,48,72,4,0,55.205427307207486
5770,7,74,80,87,2,0,54.6089216821386
5771,2,88,44,52,5,1,56.02093332637547
5772,11,98,53,91,1,1,71.84048330521145
5773,5,54,90,92,3,0,63.47594150575197
5774,4,58,82,49,4,1,49.83674794954589
5775,5,86,88,51,2,1,64.00893972758477
5776,9,89,36,58,4,1,60.31114866388718
5777,0,65,97,78,1,0,41.31055942115138
5778,6,83,63,53,1,1,53.43968800843294
5779,8,99,36,71,1,1,66.85885298303258
5780,1,83,83,39,2,1,53.85201743863283
5781,9,95,96,73,4,1,80.4811600003425
5782,4,74,41,38,4,0,39.75928190334225
5783,9,82,87,35,5,0,59.50183113636213
5784,3,62,81,64,3,1,63.095008783514935
5785,5,49,85,51,2,0,41.05037036604808
5786,5,61,32,77,5,0,51.8698385244011
5787,10,86,42,70,1,0,51.56167671324732
5788,1,94,92,84,2,1,66.34475468037292
5789,1,50,34,64,4,1,36.717241468297004
5790,3,94,54,77,4,1,61.1073927994731
5791,0,65,81,84,4,0,56.34321562322156
5792,8,40,34,52,3,0,45.64117505214605
5793,6,91,88,70,5,0,67.64737264275932
5794,11,75,54,35,3,1,61.26313027546945
5795,6,92,43,39,1,1,53.4384567277925
5796,2,97,81,90,3,1,69.90170891259005
5797,10,60,54,52,3,1,64.57005334303834
5798,11,47,85,63,2,0,57.606205893124255
5799,2,59,66,51,5,0,50.76648720441691
5800,0,84,99,55,5,0,54.916883332235315
5801,2,56,35,36,3,0,33.15499347716493
5802,2,54,54,70,4,1,49.18146217975218
5803,3,60,49,54,1,0,31.534647500041736
5804,3,40,52,53,4,1,47.944034140042874
5805,2,99,86,88,4,0,77.29943431227125
5806,9,42,82,52,3,1,59.06416117410373
5807,11,70,88,77,5,0,67.70103752254141
5808,7,95,90,47,2,1,67.95659076041551
5809,7,97,84,81,4,0,78.15573975202923
